"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
8,105063470E-1;-6,639999747E-1;-9,272999763E0;4,375999928E0;1,027515430E1
8,129952700E-1;-4,199999869E-1;-9,263999939E0;4,219999790E0;1,018854715E1
8,154844240E-1;-1,110000014E-1;-9,324000359E0;4,150000095E0;1,020645896E1
8,179736540E-1;1,979999989E-1;-9,284999847E0;4,210000038E0;1,019679001E1
8,204623470E-1;4,490000010E-1;-9,336000443E0;4,222000122E0;1,025610990E1
8,229512560E-1;6,930000186E-1;-9,378999710E0;4,343999863E0;1,035935420E1
8,254404100E-1;8,510000110E-1;-9,416999817E0;4,622000217E0;1,052458895E1
8,279293330E-1;7,379999757E-1;-9,453000069E0;4,787000179E0;1,062163947E1
8,304185630E-1;8,339999914E-1;-9,472000122E0;5,040999889E0;1,076224987E1
8,329075630E-1;6,830000281E-1;-9,618000031E0;5,281000137E0;1,099369711E1
8,353967170E-1;4,889999926E-1;-9,640000343E0;5,368999958E0;1,104512961E1
8,378857170E-1;3,919999897E-1;-9,762000084E0;5,530000210E0;1,122636237E1
8,403748710E-1;1,949999928E-1;-9,727999687E0;5,699999809E0;1,127661300E1
8,428638710E-1;1,759999990E-1;-9,871999741E0;5,959000111E0;1,153243414E1
8,453530250E-1;6,000000052E-3;-9,930000305E0;5,971000195E0;1,158696619E1
8,478419570E-1;-1,110000014E-1;-9,996999741E0;6,102000237E0;1,171267398E1
8,503311880E-1;-2,930000126E-1;-1,004500008E1;6,004000187E0;1,170623312E1
8,528201110E-1;-5,419999957E-1;-1,010700035E1;5,783999920E0;1,165761018E1
8,553090340E-1;-8,629999757E-1;-1,024300003E1;5,541999817E0;1,167808120E1
8,577980340E-1;-1,121999979E0;-1,026500034E1;5,142000198E0;1,153556596E1
8,602872650E-1;-1,394999981E0;-1,030300045E1;4,768000126E0;1,143816718E1
8,627764190E-1;-1,565000057E0;-1,045400047E1;4,449999809E0;1,146899513E1
8,652653420E-1;-1,598000050E0;-1,048299980E1;4,289000034E0;1,143863673E1
8,677540340E-1;-1,585999966E0;-1,061900043E1;4,182000160E0;1,152248634E1
8,702431880E-1;-1,389999986E0;-1,056900024E1;4,026000023E0;1,139493494E1
8,727318850E-1;-1,026000023E0;-1,058100033E1;3,960999966E0;1,134459187E1
8,752208080E-1;-7,269999981E-1;-1,059799957E1;3,769999981E0;1,127204612E1
8,777100390E-1;-4,629999995E-1;-1,050000000E1;3,779000044E0;1,116893953E1
8,801988850E-1;-1,829999983E-1;-1,040900040E1;3,513000011E0;1,098735397E1
8,826875780E-1;2,300000004E-2;-1,019299984E1;3,345999956E0;1,072816342E1
8,851765010E-1;1,190000027E-1;-1,017899990E1;3,361999989E0;1,072050577E1
8,876654240E-1;3,540000021E-1;-1,007999992E1;3,500999928E0;1,067654977E1
8,901545780E-1;6,729999781E-1;-1,026000023E1;3,717000008E0;1,093328051E1
8,926432700E-1;8,629999757E-1;-1,029399967E1;3,963999987E0;1,106456028E1
8,951321930E-1;1,065999985E0;-9,963000298E0;4,212999821E0;1,086954913E1
8,976214100E-1;1,149999976E0;-9,545999527E0;4,196000099E0;1,049071131E1
9,001105640E-1;1,088000059E0;-9,418999672E0;4,229000092E0;1,038199117E1
9,025994870E-1;8,840000033E-1;-9,156000137E0;4,389999866E0;1,019244295E1
9,050884870E-1;6,660000086E-1;-8,920999527E0;4,712999821E0;1,011138744E1
9,075776410E-1;5,799999833E-1;-8,866000175E0;4,940999985E0;1,016640743E1
9,100665780E-1;3,319999874E-1;-8,690999985E0;4,928999901E0;9,996936768E0
9,125555010E-1;1,019999981E-1;-8,694000244E0;4,803999901E0;9,933501864E0
9,150445010E-1;-1,659999937E-1;-8,496999741E0;4,482999802E0;9,608529951E0
9,175334240E-1;1,550000012E-1;-8,420999527E0;4,243999958E0;9,431266812E0
9,200223470E-1;8,719999790E-1;-8,168000221E0;4,053999901E0;9,160323508E0
9,225111930E-1;1,307999969E0;-8,163000107E0;4,190999985E0;9,268760194E0
9,250001930E-1;1,348999977E0;-8,175000191E0;4,342000008E0;9,354324835E0
9,274890390E-1;1,037999988E0;-8,093000412E0;4,197999954E0;9,175908852E0
9,299779620E-1;8,870000243E-1;-7,927000046E0;4,145999908E0;8,989628135E0
9,324666400E-1;8,119999766E-1;-7,709000111E0;3,881999969E0;8,669368514E0
9,349555630E-1;9,269999862E-1;-7,695000172E0;3,424999952E0;8,473663983E0
9,374444860E-1;1,088000059E0;-7,660999775E0;3,003000021E0;8,300160890E0
9,399336400E-1;1,144999981E0;-7,714000225E0;2,953000069E0;8,338886846E0
9,424223320E-1;1,060999990E0;-7,883999825E0;2,792000055E0;8,430802958E0
9,449114860E-1;1,023000002E0;-8,071000099E0;2,812000036E0;8,607840368E0
9,474003810E-1;9,969999790E-1;-8,279000282E0;2,882999897E0;8,823125469E0
9,498893040E-1;7,979999781E-1;-8,567000389E0;2,881000042E0;9,073613441E0
9,523786120E-1;5,680000186E-1;-8,848999977E0;2,753999949E0;9,285038521E0
9,548677660E-1;3,420000076E-1;-9,102999687E0;2,773000002E0;9,522137172E0
9,573567560E-1;1,550000012E-1;-9,321000099E0;2,756000042E0;9,721142118E0
9,598459860E-1;2,099999972E-2;-9,392999649E0;3,006000042E0;9,862297889E0
9,623351400E-1;-8,500000089E-2;-9,553999901E0;3,013000011E0;1,001819885E1
9,648241400E-1;-1,539999992E-1;-9,647000313E0;3,322000027E0;1,020411756E1
9,673129860E-1;-4,399999976E-2;-9,687999725E0;3,496999979E0;1,029991668E1
9,698016790E-1;-6,300000101E-2;-9,798000336E0;3,651999950E0;1,045666693E1
9,722908330E-1;-4,399999976E-2;-1,001799965E1;3,828999996E0;1,072490065E1
9,747795250E-1;-3,400000185E-2;-1,000599957E1;4,027999878E0;1,078637874E1
9,772687560E-1;-6,300000101E-2;-1,014000034E1;4,099999905E0;1,093771343E1
9,797579090E-1;-9,999999776E-3;-1,016899967E1;4,171999931E0;1,099155302E1
9,822469430E-1;1,300000027E-2;-1,030099964E1;4,276999950E0;1,115363130E1
9,847360970E-1;-1,490000039E-1;-1,039200020E1;4,382999897E0;1,127947504E1
9,872253280E-1;-1,180000007E-1;-1,034599972E1;4,380000114E0;1,123557009E1
9,897142510E-1;-1,350000054E-1;-1,033899975E1;4,208000183E0;1,116335104E1
9,922032510E-1;1,300000027E-2;-1,027400017E1;4,403999805E0;1,117812429E1
9,946921780E-1;2,460000068E-1;-1,013599968E1;4,422999859E0;1,106173283E1
9,971811010E-1;4,009999931E-1;-9,949000359E0;4,257999897E0;1,082931079E1
9,996702550E-1;4,760000110E-1;-9,621000290E0;4,193999767E0;1,050618183E1
1,002159178E0;5,849999785E-1;-9,395000458E0;3,959000111E0;1,021185294E1
1,004648178E0;5,099999905E-1;-9,180000305E0;3,740999937E0;9,926106292E0
1,007137414E0;4,040000141E-1;-8,996000290E0;3,568000078E0;9,686168581E0
1,009626337E0;1,500000060E-1;-8,947999954E0;3,369999886E0;9,562745548E0
1,012115491E0;2,500000037E-2;-8,866000175E0;3,200000048E0;9,425846615E0
1,014604491E0;-4,600000009E-2;-8,848999977E0;2,940999985E0;9,325041421E0
1,017093645E0;-2,500000000E-1;-8,779999733E0;2,773000002E0;9,210886185E0
1,019582862E0;-2,210000008E-1;-8,737000465E0;2,506999969E0;9,092253130E0
1,022071862E0;-3,389999866E-1;-8,659999847E0;2,447999954E0;9,005732737E0
1,024560785E0;-3,310000002E-1;-8,784999847E0;2,174999952E0;9,056291079E0
1,027049939E0;-1,689999998E-1;-8,703000069E0;2,048000097E0;8,942319363E0
1,029539169E0;-1,609999985E-1;-8,805999756E0;1,866000056E0;9,002972226E0
1,032028376E0;-1,159999967E-1;-8,753999710E0;1,722000003E0;8,922513712E0
1,034517376E0;8,999999613E-3;-8,657999992E0;1,733999968E0;8,829937755E0
1,037006530E0;9,300000221E-2;-8,645999908E0;1,496999979E0;8,775133751E0
1,039495530E0;1,640000045E-1;-8,715000153E0;1,565999985E0;8,856098442E0
1,041984684E0;2,939999998E-1;-8,791999817E0;1,444000006E0;8,914641484E0
1,044473996E0;3,199999928E-1;-8,947999954E0;1,383999944E0;9,060052926E0
1,046963226E0;4,040000141E-1;-9,005000114E0;1,389000058E0;9,120447590E0
1,049452380E0;3,580000103E-1;-9,199000359E0;1,521000028E0;9,330766994E0
1,051941611E0;2,310000062E-1;-9,440999985E0;1,585000038E0;9,575910758E0
1,054430611E0;7,800000161E-2;-9,701999664E0;1,667000055E0;9,844479198E0
1,056919751E0;-5,799999833E-2;-1,014999962E1;1,759999990E0;1,030162396E1
1,059408674E0;6,000000052E-3;-1,027700043E1;1,796000004E0;1,043275562E1
1,061897597E0;2,579999864E-1;-1,055900002E1;1,779000044E0;1,071092370E1
1,064386597E0;3,339999914E-1;-1,068400002E1;1,978000045E0;1,087068979E1
1,066875520E0;4,350000024E-1;-1,071800041E1;2,099999905E0;1,093045093E1
1,069364347E0;4,959999919E-1;-1,063599968E1;2,318000078E0;1,089695506E1
1,071853347E0;4,399999976E-1;-1,039900017E1;2,460000038E0;1,069506450E1
1,074342501E0;4,690000117E-1;-1,024100018E1;2,408999920E0;1,053096986E1
1,076831424E0;4,009999931E-1;-9,921999931E0;2,390000105E0;1,021366654E1
1,079320347E0;3,849999905E-1;-9,675999641E0;2,293999910E0;9,951664667E0
1,081809356E0;2,189999968E-1;-9,550999641E0;2,213000059E0;9,806473597E0
1,084298510E0;1,689999998E-1;-9,479000092E0;2,023000002E0;9,693943096E0
1,086787433E0;-1,300000027E-2;-9,328000069E0;1,809999943E0;9,501992111E0
1,089276433E0;-1,999999955E-2;-9,282999992E0;1,679000020E0;9,433638213E0
1,091765611E0;-1,609999985E-1;-9,260999680E0;1,672000051E0;9,412099672E0
1,094254534E0;-3,289999962E-1;-9,220999718E0;1,532999992E0;9,353350510E0
1,096743765E0;-5,099999905E-1;-9,404999733E0;1,712000012E0;9,573142849E0
1,099232765E0;-6,019999981E-1;-9,387999535E0;1,868000031E0;9,590952162E0
1,101721688E0;-2,360000014E-1;-9,173000336E0;1,705000043E0;9,333094680E0
1,104210823E0;4,500000179E-2;-8,848999977E0;1,656999946E0;9,002914773E0
1,106699823E0;2,520000041E-1;-8,524000168E0;1,588000059E0;8,674319976E0
1,109188977E0;3,540000021E-1;-8,279000282E0;1,718999982E0;8,462985443E0
1,111678207E0;3,500000015E-2;-8,116000175E0;2,303999901E0;8,436770673E0
1,114167212E0;-6,000000052E-3;-8,085000038E0;2,401999950E0;8,434267329E0
1,116656366E0;-3,070000112E-1;-7,948999882E0;2,232000113E0;8,262122768E0
1,119145366E0;-1,514999986E0;-8,071000099E0;2,196000099E0;8,500510808E0
1,121634597E0;-1,274999976E0;-7,802999973E0;2,141000032E0;8,191234013E0
1,124124059E0;-9,710000157E-1;-7,684999943E0;1,866000056E0;7,967686073E0
1,126613308E0;-7,360000014E-1;-7,723999977E0;1,845999956E0;7,975561892E0
1,129102308E0;-3,889999986E-1;-7,669000149E0;1,626000047E0;7,849124820E0
1,131591462E0;6,690000296E-1;-8,140000343E0;1,259999990E0;8,264064775E0
1,134080385E0;1,065999985E0;-8,496999741E0;7,450000048E-1;8,595951696E0
1,136569385E0;7,620000243E-1;-8,449000359E0;6,610000134E-1;8,509005354E0
1,139058621E0;3,849999905E-1;-8,312999725E0;4,329999983E-1;8,333167370E0
1,141547544E0;1,260000020E-1;-8,331999779E0;2,179999948E-1;8,335803519E0
1,144036775E0;-9,200000018E-2;-8,314999580E0;2,179999948E-1;8,318365586E0
1,146525929E0;-2,949999869E-1;-8,381999969E0;2,500000000E-1;8,390914639E0
1,149014929E0;-5,299999714E-1;-8,303000450E0;3,300000131E-1;8,326440803E0
1,151503842E0;-7,580000162E-1;-8,307999611E0;4,210000038E-1;8,353122923E0
1,153992996E0;-9,210000038E-1;-8,489999771E0;5,049999952E-1;8,554727472E0
1,156482227E0;-1,100000024E0;-8,527999878E0;4,569999874E-1;8,610785734E0
1,158971227E0;-1,297000051E0;-8,597999573E0;4,740000069E-1;8,708184759E0
1,161460688E0;-1,467000008E0;-8,741999626E0;4,810000062E-1;8,877274778E0
1,163949688E0;-1,608000040E0;-8,873000145E0;3,880000114E-1;9,025870579E0
1,166438842E0;-1,773000002E0;-9,067000389E0;2,319999933E-1;9,241636709E0
1,168927842E0;-1,899999976E0;-9,157999992E0;1,819999963E-1;9,354789563E0
1,171416996E0;-2,096999884E0;-9,338000298E0;1,000000047E-3;9,570562108E0
1,173905996E0;-2,227999926E0;-9,479000092E0;6,000000052E-3;9,737323164E0
1,176394905E0;-2,331000090E0;-9,562999725E0;-8,799999952E-2;9,843387078E0
1,178884059E0;-2,316999912E0;-9,598999977E0;-7,800000161E-2;9,874987248E0
1,181372751E0;-2,305000067E0;-9,550999641E0;2,700000070E-2;9,825240377E0
1,183861674E0;-2,096999884E0;-9,694999695E0;6,300000101E-2;9,919394971E0
1,186350597E0;-2,226000071E0;-9,548999786E0;7,999999821E-2;9,805349215E0
1,188839529E0;-2,015000105E0;-9,486000061E0;1,539999992E-1;9,698873057E0
1,191328760E0;-2,092000008E0;-9,428999901E0;1,909999996E-1;9,660175162E0
1,193817606E0;-2,141999960E0;-9,409999847E0;1,770000011E-1;9,652335984E0
1,196306299E0;-1,922000051E0;-9,263999939E0;6,800000370E-2;9,461522238E0
1,198795222E0;-1,996000051E0;-9,119999886E0;1,889999956E-1;9,337779989E0
1,201284376E0;-1,998000026E0;-9,036000252E0;1,350000054E-1;9,255243360E0
1,203773068E0;-1,934000015E0;-8,715000153E0;1,010000035E-1;8,927585604E0
1,206261991E0;-1,866999984E0;-8,531000137E0;1,129999980E-1;8,733637345E0
1,208750914E0;-1,731999993E0;-8,232000351E0;4,399999976E-2;8,412347458E0
1,211240145E0;-1,595999956E0;-8,095000267E0;2,489999980E-1;8,254589401E0
1,213729068E0;-1,539000034E0;-7,848000050E0;2,080000043E-1;8,000180616E0
1,216217991E0;-1,488000035E0;-7,672999859E0;2,630000114E-1;7,820373389E0
1,218707452E0;-1,427999973E0;-7,556000233E0;2,630000114E-1;7,694250610E0
1,221196683E0;-1,450000048E0;-7,477000237E0;1,580000073E-1;7,617939136E0
1,223685938E0;-1,473999977E0;-7,451000214E0;6,300000101E-2;7,595659887E0
1,226175169E0;-1,348999977E0;-7,409999847E0;8,200000226E-2;7,532238889E0
1,228664169E0;-1,376000047E0;-7,360000134E0;5,099999905E-2;7,487695179E0
1,231153400E0;-1,284999967E0;-7,458000183E0;1,499999966E-2;7,567907019E0
1,233642534E0;-1,264999986E0;-7,522999763E0;1,490000039E-1;7,630068899E0
1,236131534E0;-1,174000025E0;-7,639999866E0;1,129999980E-1;7,730500826E0
1,238620765E0;-1,036000013E0;-7,760000229E0;2,630000114E-1;7,833266789E0
1,241109996E0;-1,039999962E0;-7,927000046E0;1,749999970E-1;7,996846544E0
1,243599150E0;-9,969999790E-1;-8,071000099E0;2,060000002E-1;8,134954675E0
1,246088472E0;-8,320000172E-1;-8,355999947E0;3,709999919E-1;8,405510105E0
1,248577625E0;-6,330000162E-1;-8,472999573E0;4,909999967E-1;8,510786790E0
1,251066548E0;-4,269999862E-1;-8,552000046E0;5,889999866E-1;8,582887320E0
1,253555548E0;-2,930000126E-1;-8,739000320E0;6,579999924E-1;8,768633850E0
1,256044702E0;-4,600000009E-2;-8,803999901E0;6,970000267E-1;8,831666847E0
1,258533707E0;1,360000074E-1;-8,909000397E0;6,489999890E-1;8,933643437E0
1,261022861E0;2,310000062E-1;-8,939999580E0;7,160000205E-1;8,971600165E0
1,263511861E0;4,799999893E-1;-9,079000473E0;5,960000157E-1;9,111194521E0
1,266001015E0;5,350000262E-1;-9,126999855E0;6,110000014E-1;9,163060208E0
1,268490015E0;6,259999871E-1;-9,194000244E0;6,489999890E-1;9,238112224E0
1,270979169E0;7,689999938E-1;-9,057999611E0;6,610000134E-1;9,114583861E0
1,273468400E0;8,719999790E-1;-9,045999527E0;6,230000257E-1;9,109260148E0
1,275957630E0;9,919999838E-1;-9,038999557E0;7,110000253E-1;9,121025052E0
1,278446554E0;1,069000006E0;-8,956999779E0;6,750000119E-1;9,045785265E0
1,280935458E0;1,190999985E0;-8,972000122E0;6,610000134E-1;9,074810641E0
1,283424765E0;1,286999941E0;-8,796999931E0;7,900000215E-1;8,925675138E0
1,285913919E0;1,228999972E0;-8,732000351E0;6,200000048E-1;8,839834335E0
1,288403150E0;1,350999951E0;-8,694000244E0;7,179999948E-1;8,827591127E0
1,290892442E0;1,307999969E0;-8,536000252E0;7,829999924E-1;8,671058367E0
1,293381596E0;1,343999982E0;-8,423000336E0;4,959999919E-1;8,543961997E0
1,295870596E0;1,485000014E0;-8,348999977E0;3,880000114E-1;8,488908627E0
1,298359826E0;1,449000001E0;-8,220000267E0;1,599999964E-1;8,348269605E0
1,300848980E0;1,595999956E0;-8,163000107E0;5,400000140E-2;8,317734223E0
1,303337980E0;1,574000001E0;-7,969999790E0;7,299999893E-2;8,124266223E0
1,305827134E0;1,705999970E0;-8,034999847E0;-2,999999933E-2;8,214168153E0
1,308316057E0;1,646000028E0;-8,020999908E0;4,600000009E-2;8,188276474E0
1,310805365E0;1,723000050E0;-8,135000229E0;-1,070000008E-1;8,316153371E0
1,313294519E0;1,707999945E0;-8,184000015E0;-9,700000286E-2;8,360892839E0
1,315783442E0;1,695999980E0;-8,277000427E0;-2,029999942E-1;8,451411776E0
1,318272442E0;1,575999975E0;-8,420999527E0;-2,630000114E-1;8,571241331E0
1,320761596E0;1,465999961E0;-8,532999992E0;-2,080000043E-1;8,660514347E0
1,323250596E0;1,411000013E0;-8,760999680E0;-3,149999976E-1;8,879485425E0
1,325739514E0;1,299000025E0;-8,796999931E0;-4,140000045E-1;8,902022515E0
1,328228437E0;1,187999964E0;-8,932999611E0;-4,830000103E-1;9,024583922E0
1,330717591E0;1,192999959E0;-9,050999641E0;-4,609999955E-1;9,140917044E0
1,333206514E0;1,116999984E0;-9,307000160E0;-4,760000110E-1;9,385867938E0
1,335695437E0;1,014000058E0;-9,543999672E0;-5,070000291E-1;9,611096446E0
1,338184697E0;8,840000033E-1;-9,661000252E0;-4,449999928E-1;9,711560475E0
1,340673620E0;7,620000243E-1;-9,994000435E0;-3,700000048E-1;1,002983493E1
1,343162312E0;5,920000076E-1;-1,018099976E1;-3,680000007E-1;1,020483435E1
1,345651466E0;3,700000048E-1;-1,038500023E1;-4,160000086E-1;1,039991278E1
1,348140697E0;1,140000001E-1;-1,049699974E1;-3,819999993E-1;1,050456680E1
1,350629951E0;-1,469999999E-1;-1,070800018E1;-4,370000064E-1;1,071792172E1
1,353118951E0;-5,040000081E-1;-1,085200024E1;-4,250000119E-1;1,087200764E1
1,355608105E0;-6,669999957E-1;-1,104800034E1;-4,059999883E-1;1,107556032E1
1,358097644E0;-9,179999828E-1;-1,123999977E1;-5,669999719E-1;1,129166984E1
1,360586567E0;-1,139000058E0;-1,134300041E1;-4,970000088E-1;1,141087150E1
1,363075779E0;-1,299000025E0;-1,147399998E1;-4,589999914E-1;1,155641629E1
1,365564779E0;-1,437999964E0;-1,152499962E1;-4,609999955E-1;1,162350984E1
1,368053932E0;-1,603000045E0;-1,159700012E1;-4,539999962E-1;1,171606320E1
1,370543163E0;-1,649000049E0;-1,157499981E1;-4,160000086E-1;1,169926826E1
1,373032394E0;-1,735000014E0;-1,146500015E1;-3,939999938E-1;1,160222778E1
1,375521587E0;-1,787999988E0;-1,152200031E1;-3,389999866E-1;1,166483417E1
1,378010817E0;-1,758999944E0;-1,141399956E1;-4,639999866E-1;1,155806051E1
1,380500125E0;-1,748999953E0;-1,122500038E1;-4,250000119E-1;1,136838860E1
1,382989279E0;-1,519000053E0;-1,093099976E1;-3,459999859E-1;1,104145972E1
1,385478587E0;-1,363999963E0;-1,080599976E1;-2,500000000E-1;1,089461457E1
1,387967797E0;-1,241999984E0;-1,062899971E1;-8,500000089E-2;1,070165519E1
1,390457028E0;-1,016000032E0;-1,053100014E1;-1,430000067E-1;1,058086334E1
1,392946259E0;-8,799999952E-1;-1,042500019E1;-8,500000089E-2;1,046242104E1
1,395435490E0;-7,630000114E-1;-1,025300026E1;-2,999999933E-2;1,028139501E1
1,397924951E0;-6,880000234E-1;-1,015900040E1;-1,019999981E-1;1,018278140E1
1,400414192E0;-6,280000210E-1;-1,006799984E1;-1,099999994E-2;1,008757284E1
1,402903423E0;-3,840000033E-1;-9,961000443E0;-4,899999872E-2;9,968519791E0
1,405392423E0;-2,259999961E-1;-9,817000389E0;1,499999966E-2;9,819612907E0
1,407881884E0;-7,500000298E-2;-9,694999695E0;1,499999966E-2;9,695301392E0
1,410370893E0;1,550000012E-1;-9,701999664E0;-2,099999972E-2;9,703260456E0
1,412860124E0;2,409999967E-1;-9,569999695E0;1,299999952E-1;9,573916396E0
1,415349278E0;3,370000124E-1;-9,597000122E0;9,700000286E-2;9,603405092E0
1,417838278E0;4,939999878E-1;-9,560999870E0;2,319999933E-1;9,576564024E0
1,420327740E0;6,230000257E-1;-9,586999893E0;3,109999895E-1;9,612253481E0
1,422816990E0;6,729999781E-1;-9,553999901E0;9,200000018E-2;9,578116050E0
1,425305990E0;7,239999771E-1;-9,814999580E0;2,969999909E-1;9,846146542E0
1,427794914E0;7,139999866E-1;-9,800000191E0;2,730000019E-1;9,829767480E0
1,430284144E0;7,910000086E-1;-9,937000275E0;2,750000060E-1;9,972225452E0
1,432773365E0;7,789999843E-1;-1,003699970E1;4,000000060E-1;1,007512799E1
1,435262519E0;7,289999723E-1;-1,007100010E1;3,899999857E-1;1,010487921E1
1,437751750E0;7,720000148E-1;-1,022900009E1;5,220000148E-1;1,027136363E1
1,440240980E0;6,949999928E-1;-1,034899998E1;5,889999866E-1;1,038902048E1
1,442730211E0;6,660000086E-1;-1,043500042E1;5,989999771E-1;1,047337533E1
1,445219206E0;6,179999709E-1;-1,055700016E1;5,960000157E-1;1,059185500E1
1,447708360E0;4,469999969E-1;-1,066199970E1;5,460000038E-1;1,068532464E1
1,450197360E0;3,319999874E-1;-1,077299976E1;5,529999733E-1;1,079229155E1
1,452686514E0;1,759999990E-1;-1,083699989E1;4,760000110E-1;1,084887638E1
1,455175437E0;1,689999998E-1;-1,085900021E1;5,049999952E-1;1,087205001E1
1,457664442E0;-7,000000030E-2;-1,101500034E1;3,160000145E-1;1,101975447E1
1,460153596E0;-1,829999983E-1;-1,096399975E1;3,210000098E-1;1,097022427E1
1,462642596E0;-2,000000030E-1;-1,098799992E1;4,639999866E-1;1,099961082E1
1,465131827E0;-3,240000010E-1;-1,116100025E1;3,689999878E-1;1,117179769E1
1,467621288E0;-3,580000103E-1;-1,118000031E1;2,660000026E-1;1,118889301E1
1,470110293E0;-5,049999952E-1;-1,122500038E1;2,489999980E-1;1,123911293E1
1,472599524E0;-5,130000114E-1;-1,126799965E1;1,940000057E-1;1,128133951E1
1,475088755E0;-5,609999895E-1;-1,134300041E1;2,060000002E-1;1,135873300E1
1,477578216E0;-6,480000019E-1;-1,131900024E1;2,750000060E-1;1,134086838E1
1,480067447E0;-7,120000124E-1;-1,132299995E1;-3,500000015E-2;1,134541744E1
1,482556678E0;-6,880000234E-1;-1,134500027E1;1,129999980E-1;1,136640418E1
1,485045678E0;-9,250000119E-1;-1,125599957E1;4,199999943E-2;1,129402122E1
1,487534832E0;-9,399999976E-1;-1,138799953E1;6,800000370E-2;1,142693123E1
1,490023755E0;-1,021000028E0;-1,139299965E1;5,400000140E-2;1,143878482E1
1,492512692E0;-1,069000006E0;-1,147200012E1;-2,800000086E-2;1,152173302E1
1,495001692E0;-9,660000205E-1;-1,137399960E1;-1,379999965E-1;1,141578148E1
1,497490923E0;-1,014000058E0;-1,140999985E1;-9,499999881E-2;1,145536196E1
1,499980153E0;-1,105000019E0;-1,140999985E1;-9,700000286E-2;1,146379215E1
1,502469384E0;-1,075999975E0;-1,136200047E1;-2,199999988E-1;1,141495644E1
1,504959139E0;-1,047999978E0;-1,125399971E1;-2,199999988E-1;1,130483142E1
1,507448139E0;-1,069000006E0;-1,115600014E1;-9,499999881E-2;1,120750307E1
1,509937601E0;-9,919999838E-1;-1,108600044E1;-9,000000358E-2;1,113065900E1
1,512426832E0;-9,900000095E-1;-1,106999969E1;-5,400000140E-2;1,111431101E1
1,514916139E0;-9,760000110E-1;-1,097399998E1;-5,200000107E-2;1,101743870E1
1,517405620E0;-9,919999838E-1;-1,093799973E1;-2,099999972E-2;1,098291141E1
1,519894620E0;-9,330000281E-1;-1,088799953E1;1,490000039E-1;1,092891687E1
1,522383851E0;-1,027999997E0;-1,075300026E1;1,519999951E-1;1,080309690E1
1,524873082E0;-9,760000110E-1;-1,069600010E1;1,560000032E-1;1,074157019E1
1,527362235E0;-9,760000110E-1;-1,064999962E1;1,059999987E-1;1,069515329E1
1,529851452E0;-1,027999997E0;-1,051599979E1;1,230000034E-1;1,056684270E1
1,532340375E0;-1,016000032E0;-1,057600021E1;1,490000039E-1;1,062573468E1
1,534829375E0;-9,639999866E-1;-1,052400017E1;2,630000114E-1;1,057133126E1
1,537318529E0;-1,090999961E0;-1,054699993E1;3,160000145E-1;1,060798494E1
1,539807760E0;-1,052000046E0;-1,049499989E1;5,389999747E-1;1,056135634E1
1,542296750E0;-1,062000036E0;-1,055000019E1;4,880000055E-1;1,061454154E1
1,544785673E0;-1,026000023E0;-1,065499973E1;7,229999900E-1;1,072867300E1
